id,scene_id,type,speaker,description
491,70,dialogue,一也の声,フジの尾びれを再生するプロジェクトを立ち上げたいんです――
492,71,description,,海を一望できるベランダに立つ福原と一也。
493,71,description,,福原は望遠鏡でホエールウォッチングをしている。
494,71,dialogue,一也,"――直接、
ブリヂストンの本社に交渉しに行きたいのですが"
495,71,dialogue,福原,……面白そうじゃないか
496,71,dialogue,一也,……
497,71,dialogue,福原,"フジが泳げるようになれば、
ミチルも元気が出るだろう"
498,71,dialogue,一也,？
499,71,dialogue,福原,"ミチルの母親は男を追いかけて本土に行ったんだ。
それ以来、"
500,71,dialogue,福原,オジイがあの子の面倒を見てる
501,71,dialogue,一也,……
502,71,dialogue,福原,"ミチルは、
フジに母親を重ねてんのかもしんねえなぁ……"
503,71,dialogue,一也,……
504,71,dialogue,福原,やってみな
505,71,dialogue,一也,（嬉しい）……はい
506,71,dialogue,福原,"なかなか出くわさねえもんだなぁ、
クジラには……"
507,72,description,,オジイが縁側で煙草をふかしていると、ミチルが帰ってくる。
508,72,dialogue,オジイ,"ミチル、お前の母さんから、
荷物届いてるよ"
509,72,description,,ミチル、宅配便の箱を一瞥するが、奥へいってしまう。
510,72,description,,×　　　　×　　　　×
511,72,description,,寝ているオジイの隣の布団で天井を見つめているミチル。
512,72,dialogue,ミチル,……
513,73,description,,メモを見ながらやってくる一也。
514,73,description,,期待と不安の目でビルを見る。
515,74,description,,ブリヂストンの社員３人を前に、一也がいる。
516,74,description,,社員たち、手元の様々なフジの写真に目をやっている。
517,74,description,,ブランド推進室長、遠藤（５１）が、おもむろに口を開く。
518,74,dialogue,遠藤,"私どもは、
自動車のタイヤなどのゴム製品を取り扱うメーカーです。"
519,74,dialogue,遠藤,正直……生き物相手の製品をこれまで作ったことがなく、
520,74,dialogue,遠藤,非常に難しいかと……
521,74,description,,開発部部長の須藤勇治（４１）と部下の原田（３２）もじっと聞いている。
522,74,dialogue,一也,"イルカの尾びれは、
タイヤのゴムの感触にそっくりなんです"
523,74,description,,『マナティ、海に暮らす』を取り出す一也。
524,74,description,,表紙にはコーヒーの大きな染みができている。
525,74,description,,本を開き、海亀の人工手びれをアメリカのグッドイヤーが作成した写真を見せ、
526,74,dialogue,一也,"アメリカのグッドイヤーが、
サメに右手を食べられた海亀に、"
527,74,dialogue,一也,手びれを作った例があります。
528,74,dialogue,一也,"イルカの人工尾びれはまだ誰も作ったことがなく、
もしできれば、"
529,74,dialogue,一也,世界初です
530,74,description,,じっと写真に見入っていた須藤、一也を見る。
531,74,dialogue,須藤,……
532,74,description,,一也、フジの写真を見せ、
533,74,dialogue,一也,"今のままではフジは泳ぐことができません。
浮いているだけです。"
534,74,dialogue,一也,"毎日毎日、
ただ浮いているだけなんです。"
535,74,dialogue,一也,"フジに人工尾びれを作ってやってください。
フジを助けたいんです。"
536,74,dialogue,一也,"もう１度泳がせてやりたいんです。
お願いします！（頭を下げる）"
537,74,description,,じっと聞いている須藤。
538,74,dialogue,須藤,"……お話はよくわかりました。
１度検討させてください。"
539,74,dialogue,須藤,後日こちらから連絡差し上げます
540,74,description,,遠藤と原田、意外そうな顔で須藤を見る。
541,74,description,,深く頭を下げたままの一也。
542,74,description,,75　イルカラグーン・メインプール(夜)
543,74,description,,暗くなったプールに、静かに浮かんでいるフジ。
544,76,description,,窓の外は雨。
545,76,description,,着メロが鳴る。
546,76,description,,青山陽子(24)が、携帯に出る。
547,76,dialogue,陽子,もしもし
548,76,dialogue,一也の声,"もしもし、悪い、
今そっち向かってるから"
549,76,dialogue,陽子,後どれくらいかかりそう？
550,77,description,,雨の中、携帯で話しながら歩いている一也。
551,77,dialogue,一也,んー、３０分ぐらいかな
552,77,dialogue,陽子,３０分？
553,77,description,,カフェで一也を待っている陽子、携帯で話す。
554,77,description,,※以下、一也と陽子のシーン、カットバック。
555,77,dialogue,一也,うん
556,77,dialogue,陽子,時間ないよ
557,77,dialogue,一也,えっ、なんで？
558,77,dialogue,陽子,会社戻んなきゃいけないの
559,77,dialogue,一也,マジ？こんな時間に？
560,77,dialogue,陽子,仕事残ってるから
561,77,dialogue,一也,(立ち止まり)……会いたい
562,77,dialogue,陽子,……私も同じだよ
563,77,dialogue,一也,……
564,77,dialogue,陽子,ずっと待ってたんだから
565,77,dialogue,一也,……ゴメン
566,77,dialogue,陽子,またさ、東京来る予定ないの？
567,77,dialogue,一也,……いや、ちょっと、わかんないな
568,77,dialogue,陽子,そっか。タイミング合わないね
569,77,dialogue,一也,“どこでもドア“でもあればいいのにな
570,77,dialogue,陽子,変わらないねー、一也は
571,77,dialogue,一也,……
572,77,dialogue,陽子,じゃあ……気をつけて帰ってね
573,77,dialogue,一也,うん……じゃあ、また連絡する
574,77,dialogue,陽子,うん、バイバイ
575,77,description,,電話を切る陽子。
576,77,description,,一瞬フッと寂しげな顔で、水滴が流れる窓ガラスを見る。
577,78,description,,マナティーがゆったりと水の中を泳いでいる館内。
578,78,description,,ミチルが、モニター画面を見つめている。
579,78,description,,マナティーの出産シーンの映像が映し出されている。
580,78,description,,生殖溝から赤ん坊のマナティーが姿を現わし、水中に生まれ出る。
581,78,description,,小さな赤ん坊のマナティーは、呼吸をしようと自力で必死に水面に向かう。
582,78,dialogue,ミチル,（じっと見入って）……
583,79,description,,窓際の席で、煙草を燻らせている仲村。
584,79,description,,カウンターで、剛とユリがソーキカレーを食べている。
585,79,dialogue,剛,たった１頭のイルカのために、
586,79,dialogue,剛,大企業がそんなもん作ってくれるはずないと思うんだよね
587,79,dialogue,ユリ,わかんないわよ
588,79,dialogue,七海,植村君だけにね
589,79,dialogue,剛,何だよそれ、七海さんまで
590,79,description,,そこへ入ってくる一也。
591,79,dialogue,七海,いらっしゃい
592,79,dialogue,ユリ,ブリヂストンから連絡来た？
593,79,dialogue,一也,（力なく首を振る）
594,79,dialogue,剛,もう忘れてんじゃないのぉ？
595,79,dialogue,一也,……ソーキカレー大盛り！
596,79,dialogue,七海,はーい
597,79,dialogue,剛,"大体さ、
イルカは体に異物をつけられるの、
すごく嫌がるんだよ。"
598,79,dialogue,剛,うまくいくとは思えないね
599,79,dialogue,一也,これからは治療だけじゃなくて、
600,79,dialogue,一也,リハビリも必要になってくると思うんですよ
601,79,dialogue,剛,"それはお前の勝手な理屈だろ。
そんなことフジがホントに望んでんのか"
602,79,dialogue,一也,望んでるかもしれないじゃないですか
603,79,dialogue,剛,望んでないかもしれないだろ
604,79,dialogue,一也,わかんないでしょ
605,79,dialogue,剛,わかんないだろ
606,79,description,,七海、場の空気を和ますように、冗談めかせて、
607,79,dialogue,七海,……フジがしゃべれたらわかるのにねぇ
608,79,description,,一同、七海を見る。
609,79,dialogue,仲村,毎日顔つき合わせてたってわからないもんなんだよなぁ、
610,79,dialogue,仲村,イルカの気持ちって
611,79,dialogue,七海,人の気持ちとおんなじだ
612,79,description,,仲村、七海を見る。
613,79,description,,フッと微笑む七海。
614,79,dialogue,仲村,……
615,79,description,,×　　　　×　　　　×
616,79,description,,仲村の座っていた窓際の席で、一人夜の海を眺めている七海。
617,80,description,,飼育員たちが、餌をやりながらトレーニングをしている。
618,80,dialogue,一也の声,課長！
619,80,description,,振り返る仲村。
620,80,description,,一也が、海獣課の窓から身を乗り出している。
621,80,dialogue,一也,連絡が来ました！
622,80,description,,一同、驚いて一也を見る。
623,80,dialogue,剛,……
624,80,dialogue,一也,ブリヂストンが来ます！
625,81,description,,一也のパソコンに、須藤からのメールが届いている。
626,81,description,,『フジがもう一度元気に泳げるようになるために、是非協力させて頂きたいと思っております。
627,81,description,,株式会社ブリジストン　化工品材料開発部　須藤勇治』
628,82,description,,ただ浮いてるだけのフジ。
629,82,description,,その周りを気持ちよさそうに泳いでいるイルカたち。
630,83,description,,入ってくる一也、出てきた剛とすれ違う。
631,83,dialogue,剛,……植村
632,83,dialogue,一也,はい？(と振り返る）
633,83,dialogue,剛,"フジのためになることだったらオレは何でもやる。
でも、"
634,83,dialogue,剛,少しでもフジを傷つけたり、
635,83,dialogue,剛,ストレスを与えるようなことがあったら一切協力しないからな
636,83,description,,去っていく剛。
637,83,description,,立ち止まったまま、その背を見ている一也。
638,84,description,,ついに、人工尾びれプロジェクトが始動！
639,84,description,,福原が仲村、一也、剛、ユリ、飼育員全員を前に話している。
640,84,dialogue,福原,"フジの命は助けることができた。
でも、本当にそれだけでいいのか？"
641,84,dialogue,福原,俺たちには何ができるのか？
642,85,description,,落水したプール。
643,85,description,,一也が、フジのうちわのような尾びれを須藤に触らせる。
644,85,description,,興味深く、その感触をたしかめている須藤。
645,85,description,,その光景に、福原の声がかぶる。
646,85,dialogue,福原の声,"イルカを水族館なんかで飼ってるから、
プールに閉じ込めて、"
647,85,dialogue,福原の声,"冷凍の魚を食わしてるから病気になるんだ、
そう言う人もいるだろう。"
648,85,dialogue,福原の声,"まあ、そうかも知れない。
そう言われても仕方がない"
649,85,description,,×　　　　×　　　　×
650,85,description,,福原の声が、フジの尾びれ型取り作業にかぶる。
651,85,description,,剛、ユリ、飼育員全員で粘土状のパテをこねている。
652,85,dialogue,福原の声,"でもな、
水族館で海の生物のことを知りたい、
見たいという人がいる以上、"
653,85,dialogue,福原の声,"俺たちはできる限り、
生き物にとって快適な環境を作らなきゃならない。"
654,85,dialogue,福原の声,"人工尾びれなんてもんは、
フジにとっちゃいい迷惑なのかも知れねえな。"
655,85,dialogue,福原の声,『こんなもんつけやがって泳ぎにくくてしょうがない』そう思うかも知れねえよ。
656,85,dialogue,福原の声,"イルカにとって何が幸せなのか、
俺たち人間にわかるはずがねえんだ。"
657,85,dialogue,福原の声,今回のことはこれからの治療につなげるつもりでやろう。
658,85,dialogue,福原の声,泳ぎが確実に良くなった、
659,85,dialogue,福原の声,速さがこれだけ違うというきちんとしたデータを残してくれ。
660,85,dialogue,福原の声,"『人工尾びれを作りました。
素晴らしい』そんな、"
661,85,dialogue,福原の声,"人の勝手な思い込みで終わらせちゃいけねえ。
それが、"
662,85,dialogue,福原の声,"世界初ということの意義であり、
使命だと思う"
663,85,description,,一也が木箱を押さえ、須藤が中心となり、そこにこねたパテを詰めていく。
664,85,description,,暴れるフジの体を飼育員たちが押さえ、ユリがホースの水をかける。
665,85,description,,仲村と剛が、パテの詰まった木箱の上にフジの尾びれを乗せる。
666,85,description,,上蓋を強く押すようにかぶせる須藤と一也。
667,86,description,,一也がパソコンに向かい、キーを叩いている。
668,86,dialogue,一也の声,"ブリヂストン須藤様　リクエストが２点あります。
１つは、"
669,86,dialogue,一也の声,残ったフジの尾びれを傷つけないこと
670,87,description,,フジの人工尾びれの型に、液体状のゴムを流し込んでいく須藤。
671,87,dialogue,一也の声,"２つ目は壊れないこと。
プールの中で壊れると、"
672,87,dialogue,一也の声,その破片をイルカが食べてしまう危険があるからです
673,88,dialogue,一也の声,"追伸　人工尾びれの完成を待つ間、
フジの異物装着訓練を始めました"
674,88,description,,落水されたプール。
675,88,description,,くねくねと逃げていくフジ。
676,88,description,,黄色い布を手にした剛とユリが、フジの尾びれに巻きつけようと追いかけている。
677,88,description,,×　　　　×　　　　×
678,88,description,,水の張られたプール。
679,88,description,,尾びれにふんどし型ベルトを巻き、平然と浮いているフジ。
680,88,description,,目を見張っている仲村。
681,88,dialogue,剛,"（満足気に）もう、
何つけられても大丈夫ですよ"
682,88,description,,一也もユリも、プロジェクトの前進を感じてか、表情が明るい。
683,89,description,,夢中でロードバイクを走らせる一也。
684,89,description,,と、道の先に、マウンテンバイクに乗ったミチルの後ろ姿が見えてくる。
685,89,description,,一也、追い越しざま、
686,89,dialogue,一也,"イルカの尾びれって、
また生えてくるって知ってた？"
687,89,dialogue,ミチル,え？
688,89,description,,思わず笑いながら、走り去っていく一也。
689,89,dialogue,ミチル,？？？
690,90,description,,机の上に、届いたばかりのダンボール箱を置く一也。
691,90,dialogue,一也の,開けますよー！
692,90,description,,一也がふたを開けると、中には黒いゴム製の人工尾びれ。
693,90,description,,目を輝かせて、大切に人工尾びれを取り出す一也。
694,91,description,,落水されたプール。
695,91,description,,須藤の指示の下、剛がフジの尾びれを持ち、一也が第１次試作の人工尾びれを装着する。
696,91,description,,仲村、ユリ、飼育員たちが見守っている。
697,91,description,,みんなでフジを専用担架から放すと、給水口から海水が注ぎ込まれる。
698,91,description,,プールサイドから様子を見ているミチル。
699,91,description,,フジを見つめるミチルに気づく一也。
700,91,description,,×　　　　×　　　　×
701,91,description,,海水が満ちたプール。
702,91,description,,飼育員が水中カメラをスタンバイする。
703,91,description,,フジが人工尾びれを上下に振り始める！
704,91,dialogue,一也,?!
705,91,description,,人工尾びれを懸命に振り、水中へと潜っていくフジ。
706,91,description,,「泳いでる！」「尾びれを振ってる！」「やった！」
707,91,description,,飼育員たちから歓声が上がる。
708,91,description,,剛の顔にも満足そうな笑みが広がる。
709,91,description,,一也と須藤、丸窓へ走る。
710,91,description,,他のイルカたちとともに水中を泳いでいくフジ。
711,91,description,,丸窓から、フジをビデオカメラで撮影する一也。
712,92,description,,モニター画面に、先ほどのフジの泳ぎが映し出されている。
713,92,description,,須藤と海獣課の面々、感慨深げに眺めている。
714,92,dialogue,仲村,"いやぁ、
久しぶりに泳いでるフジを見ましたよ"
715,92,dialogue,須藤,実は内心ヒヤヒヤしてたんです
716,92,dialogue,仲村,？
717,92,dialogue,須藤,人工尾びれが重くてフジが沈むんじゃないかって
718,92,description,,一同、微笑む。
719,92,description,,フジがキックすると、気泡が多く立ち上がる。
720,92,description,,なかなか進まない。
721,92,dialogue,一也,かなり水の抵抗がかかるんですかねぇ
722,92,dialogue,須藤,……
723,92,dialogue,一也,"普通、尾びれを１、
２度振るとスイッと進みますが、"
724,92,dialogue,一也,フジは何度もキックしてますよね
725,92,description,,何度もバタバタとキックし、泳いでいくフジ。
726,92,dialogue,須藤,次は尾びれの大きさと装着部分を改善していきましょう
727,92,dialogue,一也,はい
728,92,description,,画面には、コニーの泳ぎが映し出されている。
729,92,description,,コニーの尾びれの動きに、気泡は全くない。
730,92,dialogue,ユリ,コニーの尾びれってホント綺麗……
731,92,dialogue,須藤,機能的に優れたものは形も美しいですよね
732,92,description,,須藤も見とれている。
733,92,dialogue,須藤,やっぱり本物はすごいな……
734,92,dialogue,剛,"（仲村に）リュウの尾びれ、
使えるんじゃないですか？"
735,92,dialogue,仲村,"（須藤に）死んだイルカの尾びれならあるんですが、
参考になりますか？"
736,92,description,,須藤、仲村を見る。
737,93,description,,ホルマリン漬けのイルカの尾びれが、３Ｄ撮影されている。
738,93,description,,パソコンを操作する須藤。
739,93,description,,画面に、尾びれの３Ｄ画像と数字や記号が現われる。
740,94,description,,丸窓に頬ずりするように近づいてくるフジ。
741,94,description,,ミチルが丸窓に顔を押し当て、泳ぐフジを嬉しそうに見ている。
742,94,dialogue,一也の声,須藤様　フジは人工尾びれを着けたことで、
743,94,dialogue,一也の声,"少しずつ泳ぎを思い出したようです。
最近は、"
744,94,dialogue,一也の声,"人工尾びれを着けなくても泳ごうとしています。
フジの、いや、"
745,94,dialogue,一也の声,生き物の生命力には本当に驚かされます
746,95,description,,剛が膝下まで水に浸かり、ターゲットをメインプールにいるフジの口に近づける。
747,95,description,,しかし、フジは敷居を乗り越えようとしない。
748,95,description,,プールサイドにやってきた一也、その様子を見つめる。
749,95,description,,何度も何度もターゲットを掲げ、フジを呼ぶ剛。
750,95,description,,柵外からフジを見つめるミチル。
751,95,dialogue,ユリ,(ミチルを見て)尾びれを安全に着けるために、
752,95,dialogue,ユリ,浅瀬プールに呼び込む訓練なの
753,95,dialogue,ミチル,（黙ってフジを見つめたまま）……
754,95,dialogue,ユリ,フジも入ったことのない場所は怖いんだろうな
755,95,description,,再びターゲットをフジに向ける剛。
756,95,description,,しかし、フジは入ってこない。
757,95,dialogue,ミチル,……
758,96,description,,雨の中、剛が一人、ターゲットをフジに向け訓練している。
759,96,description,,敷居の前で、しばらくターゲットを見つめているフジ。
760,96,description,,しかし、くるりと向きを変え、いってしまう。
761,97,description,,剛が餌のバケツを持って浅瀬プールに入ってくる。
762,97,description,,プールの中にダイビングベルを入れて鳴らし、メインプールで漂うフジを呼ぶ。
763,97,description,,ターゲットを見せ、フジを浅瀬に呼び込もうとする剛。
764,97,description,,しかし、寄って来るものの、フジはしばらくするとまた戻ってしまい、メインプールで漂うだけだ。
765,97,description,,プールサイドで見つめているミチル。
766,97,description,,何度もターゲットをフジに向ける剛。額から汗がしたたり落ちる。
767,97,description,,×　　　　×　　　　×
768,97,description,,休んでいる剛。その足元で漂うフジ。
769,97,description,,×　　　　×　　　　×
770,97,description,,再び、フジにターゲットを向ける剛。
771,97,description,,と、フジが初めて敷居の上に体を乗り上げる。
772,97,description,,しかし、あと一歩のところで、メインプールに戻ってしまう。
773,97,description,,真剣な眼差しで剛とフジを見つめるミチル。
774,97,description,,剛のサインに応え、フジが再び敷居に乗り上げる。
775,97,description,,一瞬時間が止まったように、敷居の上で止まったままのフジ。
776,97,description,,ターゲットを掲げる剛の腕に力が入る。
777,97,description,,ついに、滑るようにフジが浅瀬へ飛び込んでくる。
778,97,dialogue,ミチル,!?
779,97,description,,ホイッスルを鳴らし、餌をあげ、フジを撫でる剛。
780,97,dialogue,剛,よぉし、やったぞ！やったぞ！フジ！
781,97,description,,剛と同じ気持ちでフジを見つめるミチル。
782,98,description,,机の上に、初期型とクロスベルト型、２つの人工尾びれが並べて置かれている。
783,98,description,,その周りに、須藤、仲村、一也、剛、ユリ、飼育員たちが集まっている。
784,98,description,,机の上にカウリング型を置く須藤。
785,98,description,,試作品に注目する一同。
786,98,dialogue,須藤,このカウリング型は、
787,98,dialogue,須藤,クロスベルト型と比べて水の抵抗はほぼ半分になりました
788,99,description,,剛のサインで敷居を乗り越えてくるフジ。
789,99,description,,ユリが尾びれを押さえ、剛がカウリング型人工尾びれを装着する。
790,99,description,,一也と須藤、仲村が作業を見守る。
791,99,description,,フジが、ドルフィンキックで泳ぎ始める。
792,99,description,,フジの泳ぎを見守る一同。
793,99,description,,ミチルも柵外からじっと見つめている。
794,99,description,,フジが、他のイルカたちと戯れるように泳いでいる。
795,99,description,,思わず水中マスクをつけ、プールの中へ入る一也。
796,99,description,,キックする人工尾びれから泡はほとんど出ていない。
797,99,description,,スピードをあげて、グングン泳いでいくフジ。
798,99,description,,水の中から顔を出す一也。
799,99,dialogue,一也,（笑顔で）どれがフジだかわかりません！
800,99,description,,見ていた一同に笑顔が浮かぶ。
801,99,description,,フジが、水中から顔を出す。
802,100,dialogue,ユリ,偉大なるビッグマザー、フジに乾杯！
803,100,dialogue,一同,乾杯！
804,100,description,,×　　　　×　　　　×
805,100,description,,すでに宴もたけなわである。
806,100,description,,テーブルの上には、たくさんの沖縄料理。
807,100,description,,そして、いくつもの空になったグラス。
808,100,description,,仲村、剛、ユリら飼育員たち。一也、須藤。
809,100,description,,七海が須藤に泡盛を勧める。
810,100,dialogue,ユリ,"館長のおごりですから、
どんどん飲んでください"
811,100,dialogue,須藤,（飲んで）うまい！
812,100,description,,一同に笑いが広がる。
813,100,dialogue,須藤,実は禁酒してたんですよ
814,100,dialogue,一也,え、そうなんですか？
815,100,dialogue,須藤,"人工尾びれが軌道に乗るまで、
飲まないって決めてたんです"
816,100,dialogue,剛,"浮いてるだけだったフジが、
あんなに生き生きと泳ぐなんて、"
817,100,dialogue,剛,俺はもうサイコーだッ
818,100,description,,ほろ酔いの剛、嬉しそうだ。
819,100,dialogue,須藤,"イルカの尾びれを作ってるって言ったら、
初めて娘が誉めてくれましたよ"
820,100,dialogue,七海,フジさまさまですね
821,100,dialogue,須藤,"久しぶりに、
モノづくりの面白さを思い出しました"
822,100,dialogue,仲村,私もこの仕事を20年やっていますが、
823,100,dialogue,仲村,イルカに教えられることばっかりです
824,100,dialogue,一也,"完全にオレたち、
フジに先越されてますよね"
825,100,description,,盛り上がる宴は続く。
826,101,description,,丸窓にもたれて眠ってしまっているミチル。
827,101,description,,安心したような、どこか穏やかな顔だ。
828,101,description,,丸窓から、フジがそんなミチルを見ている。
829,102,description,,縁側でごろ寝して泡盛を飲んでいる福原。
830,102,description,,オジイが家の奥から新しいアカ汲みを持ってきて、黙って福原の側に置く。
831,102,dialogue,福原,(起き上がって)……もう海へは出ないのか？
832,102,dialogue,オジイ,……
833,102,description,,２人きりで静かな杯を交わしている。
834,103,description,,一也が、イルカにエコー検査を行っている。
835,103,description,,モニター画面に、イルカの胎児が映し出される。
836,103,description,,見学の子供たち、熱心に一也の説明を聞きながら、検査を見ている。
837,103,dialogue,ユリの声,植村君！
838,103,dialogue,一也,(？と振り返る）
839,103,description,,メインプールで、ユリが興奮している。
840,103,dialogue,ユリ,フジがジャンプしたよ！
841,103,dialogue,一也,!?
842,104,description,,ビデオカメラを手に、飼育員が水中に潜っていく。
843,104,dialogue,一也,"(やって来て)ユリさん、
ホントですか？"
844,104,dialogue,ユリ,コニーのターゲット目指してジャンプしてきたんだから！
845,104,dialogue,一也,(嬉しそうにフジに)すごいな
846,104,description,,一也、仲村、飼育員たちが見守る中、剛がハイジャンプのサインを出す。
847,104,description,,勢いをつけて水面を泳いでいくフジ。
848,104,description,,水面から、勢いよく体が出る！
849,104,description,,瞬間、鈍い音が響き、水中に沈んでいくフジ。
850,104,dialogue,一也,あれ？
851,104,dialogue,ユリ,割れた!?
852,104,description,,剛がプールに飛び込む。
853,104,description,,心配そうに見つめる一也、仲村、ユリ、飼育員たち。
854,104,description,,割れたカウリングを手に、剛が水中から顔を出す。
855,104,description,,×　　　　×　　　　×
856,104,description,,フジに横たわりの姿勢をさせ、尾びれを押さえる剛。
857,104,description,,フジの尾びれを診る一也。
858,104,description,,尾びれには血が滲み、深い傷がある。
859,105,dialogue,ユリの声,あー、ここです
860,105,description,,モニター画面に、水中カメラからの人工尾びれの割れる瞬間が映し出されている。
861,105,description,,一也、飼育員たち、須藤が見つめている。
862,105,description,,ライトボードには、人工尾びれのレントゲン写真。
863,105,description,,机の上には、壊れた人工尾びれとその破片。
864,105,dialogue,須藤,まさかフジがジャンプするとは思いませんでした
865,105,dialogue,仲村,私たちも予想してませんでした
866,105,dialogue,一也,"幸い怪我はたいしたことなかったです。
それで、"
867,105,dialogue,一也,次回の改良ではもっと丈夫な――
868,105,dialogue,剛,ちょっと待ってください
869,105,description,,一同、剛を見る。
870,105,dialogue,剛,"人工尾びれをつけなくても、
フジは充分泳げるようになってます。"
871,105,dialogue,剛,壊れるような人工尾びれはもう二度とつけたくありません
872,105,dialogue,一也,"でも、フジは飛ぼうとしたんですよ。
応えてやるべきじゃないですか"
873,105,dialogue,剛,"怪我したところから菌が入って、
また壊死したらどうする?!"
874,105,dialogue,一也,……
875,105,dialogue,剛,お前、責任取れるのか?!
876,105,dialogue,一也,……
877,105,dialogue,剛,どうなんだよ？言ってみろ！
878,105,description,,一也に迫る剛。
879,105,dialogue,仲村,もういい。やめろ
880,105,dialogue,剛,……
881,105,description,,気まずい空気が流れる。
882,105,description,,「失礼します」と出て行ってしまう剛。
883,105,dialogue,仲村,（須藤に頭を下げ）すみませんでした
884,105,dialogue,須藤,……いえ
885,105,dialogue,一也,……
886,106,description,,暗くなったプールを、静かに泳いでいるフジ。
887,106,dialogue,須藤の声,ちゅら海水族館　植村一也様――
888,107,description,,デスクで、一也へのメール見つめている須藤。
889,107,dialogue,須藤の声,"――フジを助けたい、
もう一度泳がせてやりたい。"
890,107,dialogue,須藤の声,"植村さんの言葉に動かされました。
フジと出会えたことに感謝しています。"
891,107,dialogue,須藤の声,ありがとうございました
892,108,description,,デスクで日誌をつけている一也、その後姿。
893,110,description,,ユリがステージに登場しショーが始まる。
894,110,description,,客席の階段を陽子が下りてくる。
895,110,description,,ショーに出ている一也を見つけ、席に着く陽子。
896,110,description,,一也に向かって、オキが口先で器用にボールを持ってくる。
897,110,description,,観客から大きな拍手と歓声があがる。
898,110,description,,ステージを掃除するイルカが口から出す水を逃げ回ってよける一也。
899,110,description,,ドッと受ける観客たち。
900,110,description,,そんな一也を見つめている陽子。
901,111,description,,陽子が誰もいなくなった観客席に座っている。
902,111,description,,ジュース手にした一也が来る。
903,111,dialogue,一也,シークヮーサージュース
904,111,dialogue,陽子,ありがと
905,111,dialogue,一也,(腰を下ろし)……
906,111,dialogue,陽子,……久しぶりだね
907,111,dialogue,一也,"……うん。
来るなら連絡くれればよかったのに"
908,111,dialogue,陽子,"急に仕事が休みになったからさ。
びっくりさせようと思って"
909,111,dialogue,一也,（力なく笑って）……
910,111,dialogue,陽子,"……水族館の獣医ってさぁ、
大変なんだね"
911,111,dialogue,一也,……
912,111,description,,会話が弾まない２人。重苦しい空気。
913,111,dialogue,陽子,……東京戻って来ないの？
914,111,dialogue,一也,……
915,111,description,,一也、ちょっと話題を変えるように、
916,111,dialogue,一也,"……あ、オレ明日休みだからさ、
案内しようか"
917,112,description,,対岸の島に夕陽が沈んでいく。
918,113,description,,誰もいない――
919,113,description,,クバの葉のアカ汲みに花が生けられている。
920,114,description,,墓に向かう人の列が続く。
921,114,description,,その中に一也もいる。
922,114,description,,並んで歩くミチルに、話しかける福原。
923,114,dialogue,福原,"……オジイは、
オジイのお母のところに帰ったんだ"
924,114,dialogue,ミチル,……
925,114,dialogue,福原,……ウチへおいで
926,114,dialogue,ミチル,……
927,114,dialogue,福原,婆さんと二人きりだ。心配ない
928,114,dialogue,ミチル,……
929,114,description,,答えず、ただ歩いていくミチル。
930,115,description,,オジイのサバニが静かに浮かんでいる。
931,116,description,,がじゅまるの木に抱かれるようにして、静かに泣いているミチル。
932,116,description,,その周りを、オオヤドカリが蠢いている。
933,117,description,,さ迷うように歩いているミチル。
934,117,description,,涙に濡れた顔が、泥で汚れている。
935,117,description,,服にも、草や土がついている。
936,117,description,,しかし、構わず、どこまでも歩いていくミチル。
937,118,description,,ゆっくりとロードバイクをこいでくる一也。
938,118,description,,ふと、何かの気配を感じる。
939,118,dialogue,一也,……
940,119,description,,静かに浮いているフジ。
941,119,description,,やがて、ゆっくりと水の中に潜っていく。
942,120,description,,導かれるように浜辺の丘へやってくる一也。
943,120,description,,海上で、サバニが燃えている。
944,120,dialogue,一也,（不思議な感覚で見入って）……
945,120,description,,下の浜辺で、ミチルが燃えるサバニを見つめている。
946,120,dialogue,ミチル,……
947,120,description,,浜辺に下りてきた一也、ミチルを見て、また海に目を戻す。
948,120,description,,静かに燃え落ちるサバ二を見つめている２人。
949,121,description,,やって来た一也が人工尾びれを掴む。
950,122,description,,人工尾びれを手に、階段を上ってくる一也。
951,122,description,,飼育員たちが、餌をやりながらトレーニングしている。
952,122,description,,その中の剛に近づいていく一也。
953,122,dialogue,一也,比嘉さん
954,122,dialogue,剛,……
955,122,dialogue,一也,"この人工尾びれを見せて、
フジが来なかったら諦めます"
956,122,dialogue,剛,……(無視して歩き出す)
957,122,dialogue,一也,"(後を追い)もし来たら、
フジにはつける意思があるってことです。"
958,122,dialogue,一也,"これをつけて泳ぎたいってことです。
お願いします！"
959,122,description,,一也、剛の腕を取り
960,122,dialogue,一也,"何かあったらオレが獣医として責任を取ります。
やらせて下さい！"
961,122,dialogue,剛,いい加減にしろよ
962,122,dialogue,一也,（行く手を遮り）比嘉さん、
963,122,dialogue,一也,"つけるかつけないかはフジに決めさせて下さい！
お願いします！"
964,122,description,,頭を下げる一也を無視して行こうとする剛。
965,122,description,,と、その手を掴み、止める仲村。
966,122,dialogue,剛,（見て）……
967,122,dialogue,仲村,（剛に）……やってみろ
968,122,dialogue,剛,……
969,123,description,,剛が人工尾びれを胸の前で掲げ、メインプールにいるフジに向ける。
970,123,description,,ゆっくりと剛の前までやってくるフジ。
971,123,description,,フジをじっと見つめる一也、仲村、ユリ。
972,123,description,,フジはじっと剛を見ている。
973,123,dialogue,剛,……
974,123,description,,人工尾びれをフジに突き出す剛。
975,123,dialogue,剛,（思わず）来るなよ、フジ……
